student_id,date,name,country,sql,excel,maths,python,poo,tableau,data_exploration,data_manipulation,data_viz,data_transformation,data_modelisation,data_deployement,pack_office,result_presentation
GMC0001027,2022-06-21,Cissé Moussa,Sénégal,44.89,,45,24,82,43.0,44.89,23.99,45,24,82,37,93.0,37
GMC0001028,2022-06-24,Ondoa Ngandjui,Cameroun,1.0,,1,14,54,82.0,1.0,14.09,1,14,54,97,43.0,97
GMC0001029,2022-06-24,Camara Khady,Sénégal,36.85,,37,81,50,4.0,36.85,81.19,37,81,50,1,28.0,1
GMC0001030,2022-06-23,Kana Têko,Bénin,51.31,,51,52,7,22.0,51.31,51.77,51,52,7,91,,91
GMC0001031,2022-06-21,Diakité Sadio,Côte d'ivoire,6.4,,6,52,52,49.0,6.4,51.83,6,52,52,55,30.0,55
GMC0001032,2022-06-22,Sghaier Mohamed,Tunisie,51.38,,51,56,26,22.0,51.38,56.41,51,56,26,96,48.0,96
GMC0001033,2022-06-23,Coulibaly Souleymane,Côte d'ivoire,60.84,,61,52,71,8.0,60.84,51.6,61,52,71,71,81.0,71
GMC0001034,2022-06-22,Kouamé Yao,Côte d'ivoire,48.75,,49,1,60,51.0,48.75,1.0,49,1,60,87,87.0,87
GMC0001035,2022-06-23,Sarr Aissatou,Sénégal,33.74,,34,34,52,58.0,33.74,33.63,34,34,52,40,67.0,40
GMC0001036,2022-06-21,Agbodjogbe Têko,Bénin,72.43,60.0,72,82,37,15.0,72.43,82.07,72,82,37,60,34.0,60
GMC0001037,2022-06-21,N'Guessan Koffi,Côte d'ivoire,15.72,,16,69,36,36.0,15.72,69.5,16,69,36,84,43.0,84
GMC0001038,2022-06-24,Zoumenou Gbènè,Bénin,56.32,42.0,56,79,87,21.0,56.32,78.58,56,79,87,42,88.0,42
GMC0001039,2022-06-20,Ndiaye Khady,Sénégal,37.8,,38,42,39,22.0,37.8,41.69,38,42,39,56,95.0,56
GMC0001040,2022-06-23,Togbè Gbènè,Bénin,65.93,,66,12,42,54.0,65.93,12.31,66,12,42,45,34.0,45
GMC0001041,2022-06-23,Ndao Aminata,Sénégal,2.76,,3,73,83,1.0,2.76,73.02,3,73,83,99,18.0,99
GMC0001042,2022-06-21,Ablamba Akouvi,Bénin,6.95,,7,38,48,90.0,6.95,37.53,7,38,48,10,49.0,10
GMC0001043,2022-06-21,Coulibaly Mohamed,Côte d'ivoire,37.74,,38,15,45,61.0,37.74,15.21,38,15,45,66,98.0,66
GMC0001044,2022-06-22,Trabelsi Mohamed,Tunisie,71.91,,72,67,75,39.0,71.91,66.54,72,67,75,81,40.0,81
GMC0001045,2022-06-24,Zolou Akouvi,Bénin,37.53,,38,79,40,16.0,37.53,79.49,38,79,40,84,98.0,84
GMC0001046,2022-06-22,Akpo Adjoavi,Bénin,67.09,,67,57,85,50.0,67.09,57.3,67,57,85,12,90.0,12
GMC0001047,2022-06-22,Cisse Souleymane,Côte d'ivoire,59.19,,59,29,48,66.0,59.19,29.37,59,29,48,53,33.0,53
GMC0001048,2022-06-20,Ben Othmane Mohamed,Tunisie,76.81,,77,28,51,74.0,76.81,27.97,77,28,51,58,64.0,58
GMC0001049,2022-06-21,Fofana Adama,Côte d'ivoire,50.91,10.0,51,57,32,70.0,50.91,57.41,51,57,32,10,85.0,10
GMC0001050,2022-06-23,Bouzouita Mohamed,Tunisie,54.01,,54,41,25,69.0,54.01,40.5,54,41,25,96,45.0,96
GMC0001051,2022-06-21,Ben Mansour Mohamed,Tunisie,82.64,,83,69,46,3.0,82.64,69.19,83,69,46,40,73.0,40
GMC0001052,2022-06-22,Agossa Têko,Bénin,82.05,,82,48,66,58.0,82.05,47.62,82,48,66,15,77.0,15
GMC0001053,2022-06-21,Chebbi Ahmed,Tunisie,16.89,,17,48,63,81.0,16.89,48.1,17,48,63,74,5.0,74
GMC0001054,2022-06-22,Avlessi Komi,Bénin,55.51,,56,100,28,25.0,55.51,100.0,56,100,28,35,12.0,35
GMC0001055,2022-06-22,Etoo Onana,Cameroun,54.11,,54,47,78,38.0,54.11,47.41,54,47,78,91,80.0,91
GMC0001056,2022-06-23,Kpatinvoh Akouvi,Bénin,91.49,,91,22,77,86.0,91.49,22.07,91,22,77,20,5.0,20
GMC0001057,2022-06-23,Kalla Eto'o,Cameroun,25.68,,26,81,82,58.0,25.68,80.9,26,81,82,14,14.0,14
GMC0001058,2022-06-24,El Heni Mohamed,Tunisie,31.28,,31,72,51,46.0,31.28,72.1,31,72,51,71,64.0,71
GMC0001059,2022-06-22,Gueye Pape,Sénégal,69.12,,69,5,89,31.0,69.12,5.12,69,5,89,75,52.0,75
GMC0001060,2022-06-23,Ahouansou Kossi,Bénin,50.17,,50,60,90,61.0,50.17,60.46,50,60,90,37,26.0,37
GMC0001061,2022-06-22,Cissé Ndèye,Sénégal,54.79,,55,45,65,91.0,54.79,44.68,55,45,65,59,40.0,59
GMC0001062,2022-06-21,El Hani Mohamed,Tunisie,50.73,,51,85,56,100.0,50.73,84.58,51,85,56,6,44.0,6
GMC0001063,2022-06-21,Agbahoui Gbènè,Bénin,2.77,,3,62,7,46.0,2.77,62.03,3,62,7,62,5.0,62
GMC0001064,2022-06-22,Bouhlel Mohamed,Tunisie,10.35,,10,52,38,7.0,10.35,52.44,10,52,38,89,13.0,89
GMC0001065,2022-06-22,Traoré Adama,Côte d'ivoire,68.96,,69,24,45,67.0,68.96,24.48,69,24,45,30,5.0,30
GMC0001066,2022-06-24,Fofana Ibrahim,Côte d'ivoire,55.95,,56,50,56,92.0,55.95,50.02,56,50,56,62,61.0,62
GMC0001067,2022-06-20,Natta Têko,Bénin,52.2,,52,55,57,41.0,52.2,54.51,52,55,57,90,86.0,90
GMC0001068,2022-06-20,Ngo'o Zoua,Cameroun,31.24,,31,22,91,27.0,31.24,21.73,31,22,91,47,98.0,47
GMC0001069,2022-06-24,Diarra Ibrahima,Côte d'ivoire,62.0,,62,27,81,57.0,62.0,27.09,62,27,81,42,57.0,42
GMC0001070,2022-06-20,Natta Têko,Bénin,31.03,,31,55,22,47.0,31.03,55.37,31,55,22,98,67.0,98
GMC0001071,2022-06-23,Kong Ndong,Cameroun,41.26,,41,85,83,8.0,41.26,85.48,41,85,83,16,13.0,16
GMC0001072,2022-06-20,Agbodjogbe Têko,Bénin,50.68,,51,37,64,21.0,50.68,36.64,51,37,64,43,55.0,43
GMC0001073,2022-06-21,Tchuisseu N'Gog,Cameroun,34.82,,35,70,72,49.0,34.82,69.96,35,70,72,97,10.0,97
GMC0001074,2022-06-24,Habib Bourguiba,Tunisie,51.19,,51,33,64,34.0,51.19,33.42,51,33,64,71,55.0,71
GMC0001075,2022-06-23,Keita Cheick,Côte d'ivoire,55.66,,56,56,85,40.0,55.66,55.77,56,56,85,36,100.0,36
GMC0001076,2022-06-21,Ben Dhia Khaled,Tunisie,44.29,,44,92,16,34.0,44.29,92.32,44,92,16,91,48.0,91
GMC0001077,2022-06-21,Koulibaly Souleymane,Côte d'ivoire,34.02,,34,60,23,28.0,34.02,59.67,34,60,23,50,5.0,50
GMC0001078,2022-06-21,Ben Ammar Slimane,Tunisie,74.24,,74,83,57,62.0,74.24,83.07,74,83,57,62,74.0,62
GMC0001079,2022-06-24,Thiam Sokhna,Sénégal,22.79,,23,34,100,68.0,22.79,33.74,23,34,100,78,87.0,78
GMC0001080,2022-06-20,Sanogo Moussa,Côte d'ivoire,1.0,,1,49,99,16.0,1.0,49.07,1,49,99,99,3.0,99
GMC0001081,2022-06-21,Ndiaye Fatou,Sénégal,51.34,57.0,51,55,33,34.0,51.34,54.89,51,55,33,57,12.0,57
GMC0001082,2022-06-22,Ben Ammar Slimane,Tunisie,44.52,,45,6,46,50.0,44.52,5.67,45,6,46,16,50.0,16
GMC0001083,2022-06-20,Ben Zayed Mohamed,Tunisie,34.84,,35,7,12,44.0,34.84,7.16,35,7,12,81,21.0,81
GMC0001084,2022-06-21,Ouattara Cheick,Côte d'ivoire,67.37,,67,81,12,33.0,67.37,80.74,67,81,12,17,75.0,17
GMC0001085,2022-06-24,Anagonou Sègbè,Bénin,45.76,,46,83,43,49.0,45.76,83.19,46,83,43,39,72.0,39
GMC0001086,2022-06-22,Doumbe Biya,Cameroun,1.0,,1,91,73,23.0,1.0,90.77,1,91,73,8,31.0,8
GMC0001087,2022-06-21,Djossou Adjovi,Bénin,1.0,64.0,1,44,100,1.0,1.0,44.25,1,44,100,64,73.0,64
GMC0001088,2022-06-23,Ben Ammar Slimane,Tunisie,50.59,,51,39,65,44.0,50.59,38.98,51,39,65,88,33.0,88
GMC0001089,2022-06-23,Zannou Kossi,Bénin,57.07,,57,1,100,80.0,57.07,1.0,57,1,100,58,1.0,58
GMC0001090,2022-06-23,Doumbe Biya,Cameroun,30.2,,30,16,67,100.0,30.2,15.62,30,16,67,51,39.0,51
GMC0001091,2022-06-22,Sossou Komi,Bénin,40.88,,41,41,41,39.0,40.88,41.01,41,41,41,18,7.0,18
GMC0001092,2022-06-23,Mbia Abanda,Cameroun,39.57,,40,20,70,63.0,39.57,20.15,40,20,70,12,56.0,12
GMC0001093,2022-06-20,Agboyibor Komi,Bénin,41.87,,42,61,69,21.0,41.87,61.23,42,61,69,65,24.0,65
GMC0001094,2022-06-21,Tiehi Tchakounté,Cameroun,57.88,,58,61,1,45.0,57.88,61.21,58,61,1,28,25.0,28
GMC0001095,2022-06-20,Ben Zoheir Mohamed,Tunisie,50.55,,51,56,66,35.0,50.55,56.25,51,56,66,10,43.0,10
GMC0001096,2022-06-21,Gervinho Song,Cameroun,77.7,,78,59,1,2.0,77.7,59.1,78,59,1,30,34.0,30
GMC0001097,2022-06-24,Onguene Ngando,Cameroun,58.57,,59,48,78,20.0,58.57,48.44,59,48,78,86,94.0,86
GMC0001098,2022-06-21,Toure Mohamed,Côte d'ivoire,43.9,,44,37,16,67.0,43.9,36.59,44,37,16,76,85.0,76
GMC0001099,2022-06-22,Zock Nkoulou,Cameroun,96.04,,96,61,69,39.0,96.04,61.34,96,61,69,27,67.0,27
GMC0001100,2022-06-23,Cakpo Yayra,Bénin,38.54,,39,35,49,50.0,38.54,35.3,39,35,49,79,82.0,79
GMC0001101,2022-06-22,Kane Khady,Sénégal,89.28,,89,66,20,39.0,89.28,66.46,89,66,20,17,17.0,17
GMC0001102,2022-06-23,Dambé Moukandjo,Cameroun,14.85,,15,43,84,51.0,14.85,43.06,15,43,84,62,73.0,62
GMC0001103,2022-06-21,Ngoumou Ewane,Cameroun,50.18,88.0,50,45,60,27.0,50.18,45.33,50,45,60,88,59.0,88
GMC0001104,2022-06-22,Ndiaye Modou,Sénégal,95.75,,96,81,82,29.0,95.75,80.98,96,81,82,86,9.0,86
GMC0001105,2022-06-21,Koné Cheick,Côte d'ivoire,66.2,,66,67,9,16.0,66.2,66.62,66,67,9,36,,36
GMC0001106,2022-06-24,Ben Larbi Mohamed,Tunisie,62.66,,63,24,40,61.0,62.66,24.16,63,24,40,76,73.0,76
GMC0001107,2022-06-24,Diatta Oumar,Sénégal,90.77,,91,61,16,93.0,90.77,61.48,91,61,16,64,55.0,64
GMC0001108,2022-06-21,Kouamé Yao,Côte d'ivoire,100.0,,100,60,91,14.0,100.0,59.78,100,60,91,89,76.0,89
GMC0001109,2022-06-20,Songo Tchuisseu,Cameroun,40.84,,41,58,81,51.0,40.84,57.99,41,58,81,19,21.0,19
GMC0001110,2022-06-20,Cisse Cheick,Côte d'ivoire,51.7,,52,48,45,100.0,51.7,48.5,52,48,45,62,91.0,62
GMC0001111,2022-06-21,Ghannouchi Rached,Tunisie,42.86,,43,86,49,76.0,42.86,86.31,43,86,49,39,75.0,39
GMC0001112,2022-06-21,Diedhiou Anta,Sénégal,56.25,,56,93,67,48.0,56.25,93.42,56,93,67,53,54.0,53
GMC0001113,2022-06-23,Diarra Mamadou,Côte d'ivoire,39.89,,40,1,49,73.0,39.89,1.0,40,1,49,86,12.0,86
GMC0001114,2022-06-20,Ntoumba Mbarga,Cameroun,25.08,,25,6,37,100.0,25.08,6.47,25,6,37,92,34.0,92
GMC0001115,2022-06-21,Diop Ndongo,Sénégal,29.74,,30,8,89,90.0,29.74,7.61,30,8,89,39,57.0,39
GMC0001116,2022-06-20,Ben Zayed Mohamed,Tunisie,32.24,,32,67,64,55.0,32.24,66.56,32,67,64,94,66.0,94
GMC0001117,2022-06-23,Kodjo Akouvi,Bénin,28.69,,29,36,58,51.0,28.69,35.73,29,36,58,66,62.0,66
GMC0001118,2022-06-22,Djoko Foe,Cameroun,100.0,,100,72,27,63.0,100.0,72.19,100,72,27,23,69.0,23
GMC0001119,2022-06-23,Fouda Tchouassi,Cameroun,50.77,,51,26,76,75.0,50.77,25.67,51,26,76,68,27.0,68
GMC0001120,2022-06-22,Ouegnin Yayra,Bénin,27.36,,27,5,46,,27.36,4.96,27,5,46,72,89.0,72
GMC0001121,2022-06-21,Karoui Nabil,Tunisie,47.7,,48,85,58,58.0,47.7,85.1,48,85,58,1,35.0,1
GMC0001122,2022-06-24,Agbodjan Gbènè,Bénin,14.71,,15,20,82,49.0,14.71,20.04,15,20,82,21,6.0,21
GMC0001123,2022-06-23,Ben Youssef Mohamed,Tunisie,43.02,,43,44,35,100.0,43.02,44.01,43,44,35,10,22.0,10
GMC0001124,2022-06-22,Tokpanou Kossi,Bénin,71.47,,71,91,44,75.0,71.47,91.38,71,91,44,85,77.0,85
GMC0001125,2022-06-23,Kouki Chokri,Tunisie,74.74,,75,53,54,76.0,74.74,52.61,75,53,54,69,87.0,69
GMC0001126,2022-06-21,Coulibaly Mamadou,Côte d'ivoire,44.51,,45,82,86,49.0,44.51,82.34,45,82,86,79,53.0,79
GMC0001127,2022-06-22,Diakhaté Mamadou,Sénégal,57.22,,57,22,87,32.0,57.22,22.14,57,22,87,38,34.0,38
GMC0001128,2022-06-22,Gaye Cheikh,Sénégal,89.16,,89,63,38,11.0,89.16,62.82,89,63,38,82,14.0,82
GMC0001129,2022-06-22,Agbahoui Gbènè,Bénin,100.0,,100,53,35,56.0,100.0,53.27,100,53,35,97,65.0,97
GMC0001130,2022-06-21,Kpadonou Yayra,Bénin,17.83,,18,58,42,54.0,17.83,57.9,18,58,42,72,21.0,72
GMC0001131,2022-06-22,Tientcheu N'Gog,Cameroun,79.46,,79,56,100,90.0,79.46,55.74,79,56,100,64,8.0,64
GMC0001132,2022-06-24,Aka Kouamé,Côte d'ivoire,40.99,,41,39,27,81.0,40.99,39.21,41,39,27,6,62.0,6
GMC0001133,2022-06-24,Ouegnin Yayra,Bénin,96.81,,97,25,36,61.0,96.81,24.66,97,25,36,36,48.0,36
GMC0001134,2022-06-24,Kanwé Kossi,Bénin,39.21,,39,58,82,22.0,39.21,57.75,39,58,82,66,46.0,66
GMC0001135,2022-06-22,Sylla Cheick,Côte d'ivoire,85.05,,85,97,28,56.0,85.05,96.95,85,97,28,56,17.0,56
GMC0001136,2022-06-24,Chelli Mohamed,Tunisie,81.02,,81,32,45,85.0,81.02,32.45,81,32,45,17,30.0,17
GMC0001137,2022-06-24,N'Dri Yao,Côte d'ivoire,76.73,,77,1,47,29.0,76.73,1.0,77,1,47,87,99.0,87
GMC0001138,2022-06-20,Zanou Akouvi,Bénin,22.75,,23,55,45,50.0,22.75,55.01,23,55,45,16,35.0,16
GMC0001139,2022-06-23,Bamba Mamadou,Côte d'ivoire,51.29,,51,47,81,54.0,51.29,46.52,51,47,81,57,85.0,57
GMC0001140,2022-06-24,Sylla Ibrahima,Sénégal,27.74,,28,49,7,17.0,27.74,49.07,28,49,7,64,37.0,64
GMC0001141,2022-06-22,Fall Aminata,Sénégal,74.99,,75,51,30,66.0,74.99,51.33,75,51,30,75,29.0,75
GMC0001142,2022-06-24,Ben Hafsia Moncef,Tunisie,69.47,,69,66,37,67.0,69.47,66.1,69,66,37,99,47.0,99
GMC0001143,2022-06-20,Foe Mvondo,Cameroun,19.0,,19,25,17,26.0,19.0,24.69,19,25,17,82,74.0,82
GMC0001144,2022-06-23,Samba Babacar,Sénégal,30.59,,31,100,51,87.0,30.59,100.0,31,100,51,8,13.0,8
GMC0001145,2022-06-22,Agossa Têko,Bénin,27.33,,27,86,31,33.0,27.33,86.01,27,86,31,91,57.0,91
GMC0001146,2022-06-23,Monastiri Mohamed,Tunisie,60.81,38.0,61,23,44,37.0,60.81,22.69,61,23,44,38,71.0,38
GMC0001147,2022-06-23,Diarra Mamadou,Côte d'ivoire,39.56,,40,25,18,75.0,39.56,25.1,40,25,18,53,28.0,53
GMC0001148,2022-06-24,Sow Cheikh,Sénégal,49.36,,49,72,57,75.0,49.36,71.7,49,72,57,81,35.0,81
GMC0001149,2022-06-23,Pazan Sègbè,Bénin,31.56,,32,44,43,15.0,31.56,43.73,32,44,43,11,49.0,11
GMC0001150,2022-06-21,Eloui Mohamed,Tunisie,66.27,,66,69,73,94.0,66.27,69.22,66,69,73,96,82.0,96
GMC0001151,2022-06-23,El Ouerghi Mohamed,Tunisie,61.46,,61,34,97,41.0,61.46,34.04,61,34,97,98,69.0,98
GMC0001152,2022-06-24,Doumbé Tchakounté,Cameroun,64.2,,64,45,78,93.0,64.2,45.18,64,45,78,79,43.0,79
GMC0001153,2022-06-21,Ben Miled Mohamed,Tunisie,22.23,,22,58,36,94.0,22.23,58.47,22,58,36,66,53.0,66
GMC0001154,2022-06-21,Dabo Awa,Sénégal,39.14,,39,1,56,1.0,39.14,1.0,39,1,56,24,11.0,24
GMC0001155,2022-06-21,Dambé Moukandjo,Cameroun,70.88,,71,40,68,79.0,70.88,40.43,71,40,68,41,56.0,41
GMC0001156,2022-06-23,Ben Larbi Mohamed,Tunisie,2.29,,2,71,8,68.0,2.29,71.31,2,71,8,11,40.0,11
GMC0001157,2022-06-24,Djokouehi Yawo,Bénin,61.19,,61,44,65,37.0,61.19,44.33,61,44,65,3,97.0,3
GMC0001158,2022-06-23,Sarr Mariama,Sénégal,36.08,,36,7,1,32.0,36.08,6.53,36,7,1,46,44.0,46
GMC0001159,2022-06-20,Bouhlel Mohamed,Tunisie,57.39,,57,51,15,66.0,57.39,51.4,57,51,15,15,36.0,15
GMC0001160,2022-06-23,Chahed Youssef,Tunisie,1.0,,1,5,59,60.0,1.0,4.57,1,5,59,74,56.0,74
GMC0001161,2022-06-23,Faye Fatou,Sénégal,71.99,,72,46,29,39.0,71.99,46.19,72,46,29,42,55.0,42
GMC0001162,2022-06-22,Ouattara Amadou,Côte d'ivoire,57.48,,57,68,68,25.0,57.48,68.1,57,68,68,79,85.0,79
GMC0001163,2022-06-24,Agbodjogbe Têko,Bénin,46.77,,47,79,49,29.0,46.77,79.38,47,79,49,19,87.0,19
GMC0001164,2022-06-24,Diakité Adama,Côte d'ivoire,50.95,,51,52,37,82.0,50.95,52.03,51,52,37,82,51.0,82
GMC0001165,2022-06-24,Keita Modibo,Côte d'ivoire,67.14,,67,64,54,14.0,67.14,63.65,67,64,54,16,24.0,16
GMC0001166,2022-06-24,Tchamda Zock,Cameroun,58.7,,59,58,40,24.0,58.7,57.57,59,58,40,9,70.0,9
GMC0001167,2022-06-20,Coulibaly Mamadou,Côte d'ivoire,29.15,,29,57,13,99.0,29.15,57.03,29,57,13,81,86.0,81
GMC0001168,2022-06-21,Ekwalla N'Gog,Cameroun,72.13,,72,64,22,11.0,72.13,63.88,72,64,22,72,22.0,72
GMC0001169,2022-06-23,Anagonou Sègbè,Bénin,23.3,,23,82,45,41.0,23.3,82.2,23,82,45,62,71.0,62
GMC0001170,2022-06-20,Mizouri Monia,Tunisie,50.54,,51,85,85,2.0,50.54,85.26,51,85,85,51,40.0,51
GMC0001171,2022-06-21,Fayala Mohamed,Tunisie,89.29,,89,23,55,48.0,89.29,22.56,89,23,55,28,19.0,28
GMC0001172,2022-06-20,Ben Zoheir Mohamed,Tunisie,72.1,,72,68,100,43.0,72.1,67.67,72,68,100,12,82.0,12
GMC0001173,2022-06-24,Diouf Mamadou,Sénégal,45.8,,46,88,88,42.0,45.8,87.94,46,88,88,11,39.0,11
GMC0001174,2022-06-22,Akpo Adjoavi,Bénin,31.5,,32,57,42,67.0,31.5,56.84,32,57,42,94,21.0,94
GMC0001175,2022-06-23,Owona Chedjou,Cameroun,84.84,,85,34,76,45.0,84.84,33.61,85,34,76,85,51.0,85
GMC0001176,2022-06-22,Ben Zoheir Mohamed,Tunisie,51.53,,52,43,60,58.0,51.53,43.2,52,43,60,28,54.0,28
GMC0001177,2022-06-22,Aboh Kossi,Bénin,48.4,,48,59,8,48.0,48.4,59.11,48,59,8,3,91.0,3
GMC0001178,2022-06-24,Mbia Abanda,Cameroun,26.7,,27,27,19,73.0,26.7,26.91,27,27,19,78,62.0,78
GMC0001179,2022-06-24,Diallo Astou,Sénégal,82.3,,82,88,34,52.0,82.3,88.46,82,88,34,65,73.0,65
GMC0001180,2022-06-23,Ben Youssef Mohamed,Tunisie,100.0,,100,64,44,,100.0,63.8,100,64,44,82,30.0,82
GMC0001181,2022-06-21,Ablamba Akouvi,Bénin,58.62,,59,70,42,51.0,58.62,69.66,59,70,42,15,48.0,15
GMC0001182,2022-06-22,Ben Hafsia Moncef,Tunisie,18.63,,19,66,14,43.0,18.63,66.08,19,66,14,53,93.0,53
GMC0001183,2022-06-22,Koumagnon Gbènè,Bénin,100.0,,100,66,71,43.0,100.0,66.09,100,66,71,58,90.0,58
GMC0001184,2022-06-20,Nyom Foe,Cameroun,66.72,,67,52,35,76.0,66.72,52.45,67,52,35,94,32.0,94
GMC0001185,2022-06-20,Sèdjo Akouvi,Bénin,55.82,,56,82,55,12.0,55.82,81.62,56,82,55,77,86.0,77
GMC0001186,2022-06-23,Dhahri Mohamed,Tunisie,38.41,,38,2,27,51.0,38.41,1.76,38,2,27,15,91.0,15
GMC0001187,2022-06-24,Aka Kouamé,Côte d'ivoire,45.35,,45,1,40,62.0,45.35,1.0,45,1,40,18,44.0,18
GMC0001188,2022-06-23,Diallo Cheick,Côte d'ivoire,44.1,43.0,44,37,58,18.0,44.1,37.13,44,37,58,43,34.0,43
GMC0001189,2022-06-23,Foe Mvondo,Cameroun,44.11,,44,76,26,56.0,44.11,76.19,44,76,26,58,95.0,58
GMC0001190,2022-06-22,Ngo'o Zoua,Cameroun,87.29,,87,48,51,54.0,87.29,48.29,87,48,51,42,26.0,42
GMC0001191,2022-06-20,Dohou Akouvi,Bénin,25.1,,25,48,33,39.0,25.1,47.89,25,48,33,27,19.0,27
GMC0001192,2022-06-24,Faye Aminata,Sénégal,14.02,,14,71,67,94.0,14.02,70.93,14,71,67,62,51.0,62
GMC0001193,2022-06-22,Seck Ndèye,Sénégal,33.24,,33,76,23,60.0,33.24,75.78,33,76,23,82,23.0,82
GMC0001194,2022-06-22,Badiane Aïssatou,Sénégal,63.81,,64,42,50,63.0,63.81,41.61,64,42,50,60,14.0,60
GMC0001195,2022-06-23,Ndao Aminata,Sénégal,50.07,,50,39,54,33.0,50.07,38.65,50,39,54,61,82.0,61
GMC0001196,2022-06-23,Zolou Akouvi,Bénin,21.62,,22,72,59,58.0,21.62,72.24,22,72,59,40,2.0,40
GMC0001197,2022-06-22,Ben Younes Mohamed,Tunisie,51.51,,52,28,55,1.0,51.51,27.52,52,28,55,3,44.0,3
GMC0001198,2022-06-23,Ben Halima Mohamed,Tunisie,1.0,,1,46,5,65.0,1.0,46.31,1,46,5,59,18.0,59
GMC0001199,2022-06-20,Tokpanou Kossi,Bénin,1.0,,1,71,51,,1.0,70.51,1,71,51,9,35.0,9
GMC0001200,2022-06-23,Sylla Mohamed,Côte d'ivoire,47.21,,47,43,30,47.0,47.21,42.87,47,43,30,12,2.0,12
GMC0001201,2022-06-22,Kpadonou Yayra,Bénin,38.03,59.0,38,36,83,91.0,38.03,36.5,38,36,83,59,87.0,59
GMC0001202,2022-06-22,Nkoulou Mvondo,Cameroun,39.53,,40,79,36,21.0,39.53,78.89,40,79,36,5,79.0,5
GMC0001203,2022-06-24,Cakpo Yayra,Bénin,5.43,,5,36,25,49.0,5.43,36.09,5,36,25,84,52.0,84
GMC0001204,2022-06-21,Ben Mohamed Mohamed,Tunisie,100.0,,100,39,94,52.0,100.0,39.02,100,39,94,67,12.0,67
GMC0001205,2022-06-21,Ondoa Ngandjui,Cameroun,66.31,,66,61,59,39.0,66.31,60.7,66,61,59,9,45.0,9
GMC0001206,2022-06-22,Ndao Moussa,Sénégal,28.55,,29,100,53,60.0,28.55,100.0,29,100,53,14,72.0,14
GMC0001207,2022-06-24,Mbodji Mamadou,Sénégal,96.86,,97,45,58,55.0,96.86,45.19,97,45,58,53,69.0,53
GMC0001208,2022-06-23,Ngo'o Tchuisseu,Cameroun,89.82,,90,50,54,100.0,89.82,50.33,90,50,54,40,69.0,40
GMC0001209,2022-06-23,Nguema Bedimo,Cameroun,100.0,,100,17,53,71.0,100.0,16.97,100,17,53,8,53.0,8
GMC0001210,2022-06-23,Kallel Mohamed,Tunisie,19.75,,20,66,62,70.0,19.75,65.55,20,66,62,78,62.0,78
GMC0001211,2022-06-22,Keita Cheick,Côte d'ivoire,86.45,,86,53,20,,86.45,53.16,86,53,20,65,37.0,65
GMC0001212,2022-06-22,Agboyibor Komi,Bénin,45.98,,46,62,4,68.0,45.98,62.15,46,62,4,94,76.0,94
GMC0001213,2022-06-22,Nyambele Tchakounté,Cameroun,55.03,,55,51,43,26.0,55.03,50.89,55,51,43,27,56.0,27
GMC0001214,2022-06-24,Mizouri Monia,Tunisie,59.65,5.0,60,45,30,39.0,59.65,44.91,60,45,30,5,67.0,5
GMC0001215,2022-06-23,Drame Ndongo,Sénégal,59.55,,60,70,39,93.0,59.55,69.92,60,70,39,7,52.0,7
GMC0001216,2022-06-22,Brahmi Mohamed,Tunisie,33.7,,34,10,1,54.0,33.7,10.04,34,10,1,22,89.0,22
GMC0001217,2022-06-20,Konan Kouassi,Côte d'ivoire,12.81,,13,25,39,51.0,12.81,25.38,13,25,39,79,67.0,79
GMC0001218,2022-06-23,Sossa Komi,Bénin,87.92,,88,9,29,50.0,87.92,9.32,88,9,29,38,97.0,38
GMC0001219,2022-06-24,Sane Mame,Sénégal,44.27,,44,14,48,66.0,44.27,13.54,44,14,48,78,17.0,78
GMC0001220,2022-06-23,Agossa Têko,Bénin,54.1,,54,60,48,49.0,54.1,60.4,54,60,48,78,48.0,78
GMC0001221,2022-06-23,Dabo Sokhna,Sénégal,87.41,,87,16,1,91.0,87.41,15.71,87,16,1,93,25.0,93
GMC0001222,2022-06-22,Ngo'o Zoua,Cameroun,35.02,,35,1,75,24.0,35.02,1.0,35,1,75,99,40.0,99
GMC0001223,2022-06-23,Tchoutchoui Owona,Cameroun,31.0,,31,45,30,51.0,31.0,45.07,31,45,30,97,19.0,97
GMC0001224,2022-06-24,Anagonou Sègbè,Bénin,48.24,,48,100,44,80.0,48.24,100.0,48,100,44,96,22.0,96
GMC0001225,2022-06-21,Toukam Mabouka,Cameroun,46.39,,46,12,29,42.0,46.39,11.8,46,12,29,63,27.0,63
GMC0001226,2022-06-24,Tchokoua Emana,Cameroun,54.83,,55,42,77,52.0,54.83,41.67,55,42,77,77,12.0,77
GMC0001227,2022-06-20,Doumbe Biya,Cameroun,49.91,,50,19,89,1.0,49.91,19.3,50,19,89,11,23.0,11
GMC0001228,2022-06-24,Sene Amadou,Sénégal,69.12,,69,1,6,24.0,69.12,1.0,69,1,6,64,87.0,64
GMC0001229,2022-06-23,Sylla Ndèye,Sénégal,24.29,,24,88,26,84.0,24.29,88.48,24,88,26,25,95.0,25
GMC0001230,2022-06-21,Ben Mansour Mohamed,Tunisie,39.39,,39,36,58,17.0,39.39,36.27,39,36,58,63,50.0,63
GMC0001231,2022-06-21,Cissé Lamine,Sénégal,69.07,,69,62,18,32.0,69.07,62.25,69,62,18,30,58.0,30
